Ticker,Date,Open,High,Low,Close,Adj Close,Volume
AAPL,2018-11-20,44.592498779296875,45.36750030517578,43.877498626708984,44.244998931884766,42.865882873535156,271300800
AAPL,2018-11-21,44.932498931884766,45.067501068115234,44.13750076293945,44.19499969482422,42.81742858886719,124496800
AAPL,2018-11-23,43.73500061035156,44.150001525878906,43.025001525878906,43.0724983215332,41.729915618896484,94496000
AAPL,2018-11-26,43.560001373291016,43.73749923706055,42.564998626708984,43.654998779296875,42.29426574707031,179994000
AAPL,2018-11-27,42.877498626708984,43.692501068115234,42.720001220703125,43.560001373291016,42.20222854614258,165549600
AAPL,2018-11-28,44.182498931884766,45.3224983215332,43.73249816894531,45.23500061035156,43.82501220703125,184250000
AAPL,2018-11-29,45.665000915527344,45.70000076293945,44.42499923706055,44.88750076293945,43.48834991455078,167080000
AAPL,2018-11-30,45.0724983215332,45.08250045776367,44.25749969482422,44.64500045776367,43.2534065246582,158126000
AAPL,2018-12-03,46.1150016784668,46.23500061035156,45.3025016784668,46.20500183105469,44.7647819519043,163210000
AAPL,2018-12-04,45.23749923706055,45.59749984741211,44.067501068115234,44.17250061035156,42.79563903808594,165377200
AAPL,2018-12-06,42.939998626708984,43.69499969482422,42.60499954223633,43.68000030517578,42.318485260009766,172393600
AAPL,2018-12-07,43.372501373291016,43.622501373291016,42.07500076293945,42.122501373291016,40.80953598022461,169126400
AAPL,2018-12-10,41.25,42.522499084472656,40.83250045776367,42.400001525878906,41.07838439941406,248104000
AAPL,2018-12-11,42.915000915527344,42.9474983215332,41.75,42.157501220703125,40.843441009521484,189126800
AAPL,2018-12-12,42.599998474121094,42.97999954223633,42.255001068115234,42.275001525878906,40.95728302001953,142510800
AAPL,2018-12-13,42.622501373291016,43.14250183105469,42.38750076293945,42.73749923706055,41.405364990234375,127594400
AAPL,2018-12-14,42.25,42.27000045776367,41.31999969482422,41.369998931884766,40.080482482910156,162814800
AAPL,2018-12-17,41.36249923706055,42.087501525878906,40.682498931884766,40.98500061035156,39.70748519897461,177151600
AAPL,2018-12-18,41.345001220703125,41.88249969482422,41.09749984741211,41.51750183105469,40.22339630126953,135366000
AAPL,2018-12-19,41.5,41.86249923706055,39.772499084472656,40.22249984741211,38.9687614440918,196189200
AAPL,2018-12-20,40.099998474121094,40.52750015258789,38.82500076293945,39.20750045776367,37.98539733886719,259092000
AAPL,2018-12-21,39.21500015258789,39.540000915527344,37.407501220703125,37.682498931884766,36.507930755615234,382978400
AAPL,2018-12-24,37.037498474121094,37.88750076293945,36.647499084472656,36.70750045776367,35.56332015991211,148676800
AAPL,2018-12-26,37.07500076293945,39.307498931884766,36.68000030517578,39.29249954223633,38.067745208740234,234330000
AAPL,2018-12-27,38.959999084472656,39.192501068115234,37.51750183105469,39.037498474121094,37.8206901550293,212468400
AAPL,2018-12-28,39.375,39.630001068115234,38.63750076293945,39.057498931884766,37.84006881713867,169165600
AAPL,2018-12-31,39.63249969482422,39.84000015258789,39.119998931884766,39.435001373291016,38.20580291748047,140014000
AAPL,2019-01-02,38.72249984741211,39.712501525878906,38.557498931884766,39.47999954223633,38.2494010925293,148158800
AAPL,2019-01-03,35.994998931884766,36.43000030517578,35.5,35.54750061035156,34.439476013183594,365248800
AAPL,2019-01-04,36.13249969482422,37.13750076293945,35.95000076293945,37.064998626708984,35.909671783447266,234428400
AAPL,2019-01-07,37.17499923706055,37.20750045776367,36.474998474121094,36.98249816894531,35.82974624633789,219111200
AAPL,2019-01-08,37.38999938964844,37.95500183105469,37.130001068115234,37.6875,36.51277160644531,164101200
AAPL,2019-01-09,37.8224983215332,38.63249969482422,37.407501220703125,38.32749938964844,37.13282012939453,180396400
AAPL,2019-01-10,38.125,38.49250030517578,37.71500015258789,38.45000076293945,37.25151062011719,143122800
AAPL,2019-01-11,38.220001220703125,38.42499923706055,37.877498626708984,38.0724983215332,36.885772705078125,108092800
AAPL,2019-01-14,37.712501525878906,37.817501068115234,37.30500030517578,37.5,36.331119537353516,129756800
AAPL,2019-01-15,37.567501068115234,38.34749984741211,37.51250076293945,38.26750183105469,37.07469940185547,114843600
AAPL,2019-01-16,38.27000045776367,38.970001220703125,38.25,38.73500061035156,37.52762985229492,122278800
AAPL,2019-01-17,38.54999923706055,39.415000915527344,38.314998626708984,38.96500015258789,37.75045394897461,119284800
AAPL,2019-01-18,39.375,39.470001220703125,38.994998931884766,39.20500183105469,37.982967376708984,135004000
AAPL,2019-01-22,39.102500915527344,39.182498931884766,38.154998779296875,38.32500076293945,37.13040542602539,121576000
